consensus.cluster	chr	start	end	strand	tpm
13831	chr3R	27245211	27245253	-	2598
13832	chr3R	27250917	27251069	-	1886
13833	chr3R	27253083	27253180	-	734
13834	chr3R	27259967	27260030	-	282
13835	chr3R	27263963	27264101	-	4566
13836	chr3R	27264518	27264536	-	203
13837	chr3R	27265393	27265488	-	1311
13838	chr3R	27270884	27270892	-	413
13839	chr3R	27272092	27272115	-	178
13840	chr3R	27273038	27273066	-	167
13841	chr3R	27273183	27273292	-	2808
13842	chr3R	27281843	27281844	-	1828
13843	chr3R	27288459	27288535	-	3740
13844	chr3R	27292202	27292212	-	9162
13845	chr3R	27330171	27330287	-	1051
13846	chr3R	27330671	27330932	-	9046
13847	chr3R	27369613	27369685	-	196
13848	chr3R	27369884	27369909	-	332
13849	chr3R	27437491	27437492	-	115
13850	chr3R	27441010	27441015	-	156
13851	chr3R	27502907	27502942	-	223
13852	chr3R	27502987	27502993	-	165
13853	chr3R	27552381	27552423	-	153
13854	chr3R	27559083	27559169	-	958
13855	chr3R	27561312	27561315	-	301
13856	chr3R	27564786	27564793	-	117
13857	chr3R	27581233	27581277	-	732
13858	chr3R	27582164	27582267	-	9924
13859	chr3R	27596177	27596178	-	129
13860	chr3R	27607334	27607456	-	1865
13861	chr3R	27623914	27623953	-	234
13862	chr3R	27624061	27624173	-	709
13863	chr3R	27624434	27624438	-	221
13864	chr3R	27624589	27624633	-	277
13865	chr3R	27625797	27625879	-	388
13866	chr3R	27625964	27626045	-	85501
13867	chr3R	27636056	27636069	-	237
13868	chr3R	27636235	27636259	-	175
13869	chr3R	27656705	27656726	-	120
13870	chr3R	27656791	27656811	-	2224
13871	chr3R	27658878	27658886	-	156
13872	chr3R	27660140	27660240	-	19506
13873	chr3R	27681929	27682024	-	3272
13874	chr3R	27688082	27688197	-	10713
13875	chr3R	27699960	27700231	-	9855
13876	chr3R	27700274	27700322	-	2064
13877	chr3R	27706322	27706327	-	386
13878	chr3R	27872345	27872420	-	2281
13879	chr3R	27884476	27884517	-	316
13880	chr3R	27916449	27916538	-	6528
13881	chr3R	27919228	27919466	-	1754
13882	chr3R	27921029	27921061	-	1344
13883	chr3R	27922290	27922360	-	1296
13884	chr3R	27925482	27925483	-	166
13885	chr3R	27928226	27928237	-	122
13886	chr3R	27937721	27937903	-	5066
13887	chr3R	27938088	27938256	-	1362
13888	chr3R	27945340	27945341	-	120
13889	chr3R	27945700	27945704	-	206
13890	chr3R	27946624	27946654	-	354
13891	chr3R	27947852	27948037	-	5729
13892	chr3R	27954055	27954141	-	7826
13893	chr3R	27954229	27954253	-	94
13894	chr3R	27958108	27958144	-	896
13895	chr3R	27988376	27988383	-	2321
13896	chr3R	27990713	27990818	-	1952
13897	chr3R	28137934	28137949	-	107
13898	chr3R	28153349	28153381	-	245
13899	chr3R	28295274	28295357	-	506
13900	chr3R	28304585	28304690	-	1806
13901	chr3R	28322610	28322823	-	820
13902	chr3R	28324560	28324604	-	174
13903	chr3R	28326284	28326288	-	432
13904	chr3R	28331289	28331292	-	1265
13905	chr3R	28335519	28335582	-	1499
13906	chr3R	28335622	28335623	-	159
13907	chr3R	28336415	28336465	-	2163
13908	chr3R	28339645	28339669	-	417
13909	chr3R	28339730	28339897	-	1718
13910	chr3R	28540316	28540325	-	1904
13911	chr3R	28544767	28544815	-	911
13912	chr3R	28598330	28598331	-	135
13913	chr3R	28599215	28599310	-	3656
13914	chr3R	28635059	28635131	-	3512
13915	chr3R	28650452	28650567	-	9971
13916	chr3R	28719184	28719262	-	1191
13917	chr3R	28744782	28744783	-	333
13918	chr3R	28756986	28757004	-	180
13919	chr3R	28758247	28758249	-	193
13920	chr3R	28783299	28783331	-	112
13921	chr3R	28811243	28811347	-	1099
13922	chr3R	28819600	28819691	-	1971
13923	chr3R	28819869	28819926	-	373
13924	chr3R	28831967	28832049	-	2790
13925	chr3R	28836798	28836867	-	1105
13926	chr3R	28844714	28844787	-	1487
13927	chr3R	28859207	28859212	-	2946
13928	chr3R	28880117	28880118	-	121
13929	chr3R	28934494	28934513	-	187
13930	chr3R	29020438	29020441	-	656
13931	chr3R	29027115	29027225	-	2021
13932	chr3R	29033968	29034042	-	1323
13933	chr3R	29038996	29039088	-	3004
13934	chr3R	29062892	29063011	-	2323
13935	chr3R	29063286	29063363	-	319
13936	chr3R	29090906	29090934	-	118
13937	chr3R	29112780	29112820	-	652
13938	chr3R	29121958	29121974	-	134
13939	chr3R	29122808	29122913	-	2042
13940	chr3R	29122993	29123084	-	324
13941	chr3R	29130911	29130985	-	472
13942	chr3R	29138540	29138588	-	846
13943	chr3R	29146851	29146913	-	306
13944	chr3R	29148056	29148057	-	118
13945	chr3R	29148101	29148209	-	1911
13946	chr3R	29151731	29151768	-	721
13947	chr3R	29153201	29153292	-	4164
13948	chr3R	29153360	29153440	-	910
13949	chr3R	29202478	29202559	-	988
13950	chr3R	29203728	29203847	-	4802
13951	chr3R	29204093	29204194	-	2114
13952	chr3R	29222686	29222726	-	239
13953	chr3R	29223295	29223466	-	24804
13954	chr3R	29227738	29227838	-	14264
13955	chr3R	29235152	29235153	-	95
13956	chr3R	29238722	29238726	-	164
13957	chr3R	29244493	29244521	-	1639
13958	chr3R	29244735	29244820	-	1175
13959	chr3R	29255320	29255324	-	832
13960	chr3R	29297205	29297298	-	1711
13961	chr3R	29315829	29315840	-	247
13962	chr3R	29319481	29319650	-	15443
13963	chr3R	29343905	29343945	-	112
13964	chr3R	29356727	29356808	-	744
13965	chr3R	29489241	29489353	-	1058
13966	chr3R	29491018	29491162	-	29757
13967	chr3R	29493421	29493449	-	481
13968	chr3R	29503443	29503599	-	4588
13969	chr3R	29503699	29503788	-	3396
13970	chr3R	29515085	29515160	-	366
13971	chr3R	29675339	29675448	-	4162
13972	chr3R	29682050	29682055	-	1196
13973	chr3R	29686777	29686780	-	2695
13974	chr3R	29715373	29715377	-	188
13975	chr3R	29716820	29716823	-	1630
13976	chr3R	29724855	29724957	-	5389
13977	chr3R	29736671	29736750	-	1670
13978	chr3R	29736800	29736878	-	131
13979	chr3R	29745036	29745089	-	511
13980	chr3R	29748170	29748222	-	532
13981	chr3R	29748279	29748287	-	204
13982	chr3R	29748749	29748882	-	18129
13983	chr3R	29780376	29780516	-	3294
13984	chr3R	29799310	29799348	-	1156
13985	chr3R	29802915	29802970	-	7104
13986	chr3R	29806582	29806800	-	6040
13987	chr3R	29816222	29816229	-	120
13988	chr3R	29816395	29816474	-	697
13989	chr3R	29833850	29833898	-	894
13990	chr3R	29835027	29835101	-	1701
13991	chr3R	29836225	29836340	-	4941
13992	chr3R	29855641	29855786	-	1756
13993	chr3R	29857431	29857555	-	3058
13994	chr3R	29858898	29858952	-	992
13995	chr3R	29859792	29859913	-	833
13996	chr3R	29861418	29861524	-	2280
13997	chr3R	29863221	29863285	-	324
13998	chr3R	29865445	29865526	-	3119
13999	chr3R	29867255	29867258	-	260
14000	chr3R	29868814	29868942	-	4167
14001	chr3R	29871686	29871762	-	532
14002	chr3R	29906379	29906464	-	261
14003	chr3R	29933030	29933083	-	1124
14004	chr3R	29935832	29935934	-	1970
14005	chr3R	29957507	29957535	-	127
14006	chr3R	29993263	29993412	-	8000
14007	chr3R	29995173	29995270	-	2262
14008	chr3R	29997607	29997690	-	4406
14009	chr3R	30003365	30003432	-	148
14010	chr3R	30004388	30004393	-	1376
14011	chr3R	30004620	30004911	-	60294
14012	chr3R	30015111	30015166	-	11796
14013	chr3R	30015282	30015418	-	8361
14014	chr3R	30019490	30019582	-	1438
14015	chr3R	30022187	30022220	-	254
14016	chr3R	30022645	30022698	-	442
14017	chr3R	30034870	30034931	-	1473
14018	chr3R	30036737	30036896	-	5079
14019	chr3R	30037310	30037315	-	151
14020	chr3R	30037574	30037613	-	329
14021	chr3R	30037668	30037802	-	232282
14022	chr3R	30038434	30038503	-	278
14023	chr3R	30038566	30038626	-	153
14024	chr3R	30038680	30038814	-	66665
14025	chr3R	30039395	30039763	-	47349
14026	chr3R	30045752	30045788	-	2803
14027	chr3R	30046021	30046049	-	172
14028	chr3R	30046106	30046217	-	242065
14029	chr3R	30055933	30056063	-	2603
14030	chr3R	30120073	30120075	-	95
14031	chr3R	30129046	30129171	-	11676
14032	chr3R	30130876	30130879	-	128
14033	chr3R	30132302	30132365	-	2448
14034	chr3R	30132407	30132408	-	91
14035	chr3R	30134129	30134324	-	9735
14036	chr3R	30134523	30134548	-	1558
14037	chr3R	30134618	30134646	-	129
14038	chr3R	30149605	30149608	-	230
14039	chr3R	30172994	30173004	-	251
14040	chr3R	30174527	30174570	-	30394
14041	chr3R	30175553	30175575	-	90
14042	chr3R	30177636	30177730	-	1174
14043	chr3R	30191071	30191077	-	394
14044	chr3R	30199813	30199817	-	142
14045	chr3R	30202915	30202916	-	160
14046	chr3R	30202971	30203006	-	6884
14047	chr3R	30208178	30208424	-	3788
14048	chr3R	30208494	30208659	-	5055
14049	chr3R	30208896	30209020	-	172499
14050	chr3R	30243307	30243331	-	2038
14051	chr3R	30243469	30243477	-	236
14052	chr3R	30306583	30306691	-	6635
14053	chr3R	30358165	30358216	-	100
14054	chr3R	30385963	30386012	-	219
14055	chr3R	30386343	30386406	-	187
14056	chr3R	30387611	30387886	-	27695
14057	chr3R	30388072	30388177	-	816
14058	chr3R	30423835	30423992	-	9432
14059	chr3R	30425022	30425253	-	7566
14060	chr3R	30428095	30428197	-	4632
14061	chr3R	30428264	30428344	-	2269
14062	chr3R	30450391	30450406	-	1180
14063	chr3R	30453764	30453778	-	653
14064	chr3R	30459180	30459265	-	1557
14065	chr3R	30459375	30459476	-	1922
14066	chr3R	30527035	30527039	-	278
14067	chr3R	30583640	30583790	-	5355
14068	chr3R	30583900	30583977	-	123
14069	chr3R	30600287	30600353	-	424
14070	chr3R	30601442	30601547	-	2373
14071	chr3R	30621892	30621961	-	478
14072	chr3R	30625582	30625638	-	436
14073	chr3R	30628770	30629087	-	12754
14074	chr3R	30645825	30645958	-	9499
14075	chr3R	30695432	30695538	-	2899
14076	chr3R	30697087	30697173	-	5554
14077	chr3R	30706077	30706173	-	3101
14078	chr3R	30745258	30745261	-	250
14079	chr3R	30746343	30746437	-	2834
14080	chr3R	30783621	30783640	-	496
14081	chr3R	30806550	30806619	-	2934
14082	chr3R	30823942	30823965	-	119
14083	chr3R	30834066	30834173	-	1022
14084	chr3R	30876199	30876203	-	111
14085	chr3R	30883371	30883581	-	8552
14086	chr3R	30888813	30888818	-	158
14087	chr3R	30888908	30889133	-	48295
14088	chr3R	30936515	30936560	-	240
14089	chr3R	30964280	30964358	-	2952
14090	chr3R	30989893	30990077	-	21121
14091	chr3R	30992429	30992537	-	15587
14092	chr3R	30994263	30994295	-	94
14093	chr3R	31053479	31053508	-	100
14094	chr3R	31053826	31054004	-	10482
14095	chr3R	31058072	31058161	-	484
14096	chr3R	31058419	31058469	-	385
14097	chr3R	31060796	31060884	-	563
14098	chr3R	31061065	31061212	-	10778
14099	chr3R	31123422	31123508	-	2411
14100	chr3R	31169102	31169103	-	216
14101	chr3R	31213292	31213454	-	674
14102	chr3R	31215905	31215980	-	1073
14103	chr3R	31216399	31216424	-	230
14104	chr3R	31216729	31216730	-	132
14105	chr3R	31216938	31217176	-	6961
14106	chr3R	31217738	31217831	-	831
14107	chr3R	31218944	31219083	-	1032
14108	chr3R	31219202	31219324	-	1092
14109	chr3R	31219527	31219637	-	104341
14110	chr3R	31252582	31252628	-	1102
14111	chr3R	31254866	31254923	-	390
14112	chr3R	31393518	31393589	-	1878
14113	chr3R	31404561	31404571	-	474
14114	chr3R	31404741	31404783	-	461
14115	chr3R	31452807	31452821	-	235
14116	chr3R	31462113	31462212	-	2884
14117	chr3R	31462877	31462878	-	172
14118	chr3R	31462941	31463034	-	4580
14119	chr3R	31571481	31571549	-	709
14120	chr3R	31577049	31577137	-	6240
14121	chr3R	31580628	31580711	-	2611
14122	chr3R	31595138	31595143	-	390
14123	chr3R	31595197	31595228	-	138
14124	chr3R	31595489	31595572	-	593
14125	chr3R	31596073	31596282	-	61658
14126	chr3R	31598837	31598918	-	362
14127	chr3R	31599071	31599107	-	379
14128	chr3R	31599316	31599323	-	126
14129	chr3R	31609779	31609892	-	9993
14130	chr3R	31610885	31611005	-	24461
14131	chr3R	31612680	31612782	-	1162
14132	chr3R	31616008	31616119	-	2087
14133	chr3R	31616185	31616236	-	248
14134	chr3R	31679879	31679920	-	385
14135	chr3R	31681007	31681063	-	204
14136	chr3R	31688503	31688587	-	401
14137	chr3R	31708184	31708362	-	1397
14138	chr3R	31734571	31734631	-	926
14139	chr3R	31734675	31734679	-	704
14140	chr3R	31736899	31736994	-	1555
14141	chr3R	31745589	31745678	-	183
14142	chr3R	31745800	31745994	-	192572
14143	chr3R	31747493	31747577	-	3433
14144	chr3R	31767770	31767847	-	880
14145	chr3R	31771809	31771872	-	1330
14146	chr3R	31776551	31776689	-	1599
14147	chr3R	31789027	31789123	-	418
14148	chr3R	31793412	31793495	-	375
14149	chr3R	31793693	31793742	-	635
14150	chr3R	31793901	31793943	-	172
14151	chr3R	31805255	31805353	-	804
14152	chr3R	31809684	31809685	-	300
14153	chr3R	31810083	31810151	-	882
14154	chr3R	31812192	31812401	-	8406
14155	chr3R	31851556	31851558	-	122
14156	chr3R	31851803	31851883	-	483
14157	chr3R	31980045	31980088	-	95
14158	chr3R	31980894	31980926	-	412
14159	chr3R	31982556	31982620	-	726
14160	chr3R	31982870	31982922	-	923
14161	chr3R	31983738	31983771	-	556
14162	chr3R	31984309	31984333	-	564
14163	chr3R	31985372	31985465	-	3942
14164	chr3R	31985677	31985795	-	9097
14165	chr3R	32015519	32015520	-	162
14166	chr3R	32051947	32052014	-	2245
14167	chr3R	32068067	32068103	-	163
14168	chr3R	32068256	32068488	-	11263
14169	chr4	858	960	+	11323
14170	chr4	4630	4655	+	328
14171	chr4	60029	60054	+	430
14172	chr4	60184	60212	+	195
14173	chr4	69306	69388	+	913
14174	chr4	69654	69663	+	138
14175	chr4	94125	94214	+	1376
14176	chr4	132190	132281	+	4020
14177	chr4	151944	152135	+	3076
14178	chr4	209919	209985	+	610
14179	chr4	210247	210363	+	19924
14180	chr4	228843	228894	+	302
14181	chr4	231424	231516	+	1732
14182	chr4	258547	258635	+	483
14183	chr4	308078	308193	+	21569
14184	chr4	314891	314960	+	2930
14185	chr4	359939	360014	+	5521
14186	chr4	360302	360381	+	822
14187	chr4	360586	360587	+	525
14188	chr4	365651	365737	+	1752
14189	chr4	369427	369446	+	93
14190	chr4	395381	395485	+	2291
14191	chr4	426035	426100	+	1456
14192	chr4	445303	445330	+	108
14193	chr4	445718	445740	+	132
14194	chr4	446074	446209	+	2318
14195	chr4	446803	446838	+	3350
14196	chr4	467451	467579	+	7531
14197	chr4	551896	551938	+	196
14198	chr4	557982	558064	+	1076
14199	chr4	558142	558166	+	239
14200	chr4	558214	558263	+	441
14201	chr4	571756	571842	+	1711
14202	chr4	573612	573613	+	188
14203	chr4	610685	610778	+	4333
14204	chr4	659471	659472	+	147
14205	chr4	663587	663701	+	2570
14206	chr4	664043	664065	+	100
14207	chr4	665249	665299	+	1782
14208	chr4	671117	671183	+	1184
14209	chr4	671379	671402	+	228
14210	chr4	680434	680435	+	559
14211	chr4	724394	724407	+	12916
14212	chr4	725356	725379	+	610
14213	chr4	916799	916819	+	122
14214	chr4	922956	922995	+	716
14215	chr4	952046	952070	+	164
14216	chr4	959800	959910	+	1305
14217	chr4	960045	960048	+	211
14218	chr4	1028744	1028778	+	163
14219	chr4	1031813	1031896	+	32079
14220	chr4	1064906	1064912	+	178
14221	chr4	1074608	1074654	+	245
14222	chr4	1075541	1075618	+	3646
14223	chr4	1124109	1124273	+	38661
14224	chr4	1124368	1124551	+	2596
14225	chr4	1126583	1126637	+	2703
14226	chr4	1185766	1185830	+	1582
14227	chr4	1198811	1198934	+	3072
14228	chr4	1221455	1221582	+	874
14229	chr4	1231861	1231953	+	987
14230	chr4	1241653	1241675	+	163
14231	chr4	1267343	1267345	+	929
14232	chr4	1278863	1278918	+	1594
14233	chr4	1279008	1279009	+	1375
14234	chr4	1295227	1295284	+	786
14235	chr4	1295343	1295344	+	169
14236	chr4	43732	43780	-	6493
14237	chr4	49090	49140	-	90
14238	chr4	56133	56154	-	176
14239	chr4	56293	56344	-	629
14240	chr4	66676	66683	-	156
14241	chr4	66989	67275	-	110199
14242	chr4	129444	129445	-	781
14243	chr4	129650	129773	-	9160
14244	chr4	156032	156106	-	4078
14245	chr4	167409	167410	-	123
14246	chr4	175139	175140	-	319
14247	chr4	179317	179453	-	10186
14248	chr4	181838	181871	-	582
14249	chr4	189247	189248	-	122
14250	chr4	190060	190061	-	167
14251	chr4	193449	193536	-	1298
14252	chr4	193792	193871	-	1811
14253	chr4	201838	201872	-	606
14254	chr4	205878	205978	-	6863
14255	chr4	229093	229143	-	518
14256	chr4	229245	229250	-	125
14257	chr4	276366	276367	-	299
14258	chr4	286159	286169	-	101
14259	chr4	313543	313706	-	1094
14260	chr4	313858	313933	-	11242
14261	chr4	355480	355483	-	236
14262	chr4	358572	358714	-	14572
14263	chr4	443657	443697	-	485
14264	chr4	443817	443936	-	6768
14265	chr4	458218	458292	-	132
14266	chr4	460662	460701	-	437
14267	chr4	460744	460818	-	361
14268	chr4	463717	463725	-	444
14269	chr4	466754	466829	-	5594
14270	chr4	481888	481970	-	1038
14271	chr4	557821	557854	-	4117
14272	chr4	570720	570836	-	9212
14273	chr4	589716	589742	-	184
14274	chr4	624937	625030	-	186
14275	chr4	626020	626025	-	1604
14276	chr4	654760	654762	-	230
14277	chr4	659942	659997	-	986
14278	chr4	660535	660641	-	5929
14279	chr4	663070	663156	-	3242
14280	chr4	696046	696049	-	2166
14281	chr4	771601	771613	-	103
14282	chr4	787405	787508	-	1181
14283	chr4	787571	787646	-	10647
14284	chr4	807344	807348	-	808
14285	chr4	834385	834396	-	1097
14286	chr4	855297	855343	-	331
14287	chr4	866254	866302	-	316
14288	chr4	866983	867061	-	3768
14289	chr4	876124	876160	-	567
14290	chr4	879068	879109	-	131
14291	chr4	898057	898122	-	742
14292	chr4	904806	904830	-	874
14293	chr4	926577	926632	-	336
14294	chr4	930650	930757	-	13716
14295	chr4	958146	958150	-	161
14296	chr4	958324	958451	-	3160
14297	chr4	959426	959467	-	192
14298	chr4	963245	963292	-	211
14299	chr4	1026988	1027154	-	4106
14300	chr4	1029289	1029377	-	4965
14301	chr4	1030163	1030167	-	181
14302	chr4	1030778	1030967	-	14577
14303	chr4	1031705	1031757	-	119
14304	chr4	1050861	1050869	-	316
14305	chr4	1051047	1051063	-	155
14306	chr4	1051302	1051469	-	6387
14307	chr4	1053695	1053703	-	1484
14308	chr4	1060790	1060918	-	12478
14309	chr4	1123279	1123398	-	6967
14310	chr4	1181589	1181676	-	4014
14311	chr4	1196068	1196107	-	308
14312	chr4	1196786	1196856	-	8122
14313	chr4	1230657	1230718	-	2746
14314	chr4	1272339	1272380	-	716
14315	chr4	1278207	1278258	-	558
14316	chr4	1295093	1295148	-	349
14317	chr4	1304485	1304579	-	3743
14318	chr4	1305805	1305837	-	199
14319	chr4	1317010	1317082	-	1771
14320	chrX	65737	65738	+	124
14321	chrX	122657	122680	+	712
14322	chrX	127425	127523	+	1740
14323	chrX	130994	131001	+	505
14324	chrX	148270	148303	+	560
14325	chrX	200399	200400	+	196
14326	chrX	245954	246000	+	1220
14327	chrX	254852	255015	+	6939
14328	chrX	255665	255760	+	3732
14329	chrX	307646	307747	+	12286
14330	chrX	308487	308512	+	163
14331	chrX	356505	356509	+	544
14332	chrX	376945	376989	+	652
14333	chrX	476968	477040	+	2491
14334	chrX	481930	481971	+	12501
14335	chrX	487859	487922	+	347
14336	chrX	496440	496616	+	3027
14337	chrX	496724	496755	+	200
14338	chrX	499959	499968	+	2259
14339	chrX	565648	565649	+	148
14340	chrX	621507	621649	+	2777
14341	chrX	621787	621880	+	6713
14342	chrX	623424	623513	+	649
14343	chrX	625543	625659	+	1330
14344	chrX	629758	629849	+	2702
14345	chrX	635890	635902	+	2396
14346	chrX	647240	647439	+	28277
14347	chrX	647548	647608	+	708
14348	chrX	647813	647814	+	426
14349	chrX	656098	656218	+	943
14350	chrX	656313	656493	+	18982
14351	chrX	685666	685667	+	257
14352	chrX	686837	686850	+	2833
14353	chrX	756236	756243	+	1719
14354	chrX	759197	759215	+	221
14355	chrX	759542	759704	+	18020
14356	chrX	759748	759775	+	195
14357	chrX	770026	770028	+	362
14358	chrX	777680	777755	+	1608
14359	chrX	792927	792969	+	376
14360	chrX	793110	793208	+	1963
14361	chrX	805830	805896	+	183
14362	chrX	806072	806226	+	3606
14363	chrX	862587	862593	+	316
14364	chrX	894417	894496	+	12809
14365	chrX	894644	894646	+	736
14366	chrX	928078	928204	+	12327
14367	chrX	935457	935608	+	2852
14368	chrX	941062	941094	+	429
14369	chrX	990437	990469	+	277
14370	chrX	1011966	1012081	+	3539
14371	chrX	1026793	1026895	+	1944
14372	chrX	1030757	1030791	+	229
14373	chrX	1033273	1033374	+	2218
14374	chrX	1045121	1045163	+	110
14375	chrX	1046447	1046453	+	2740
14376	chrX	1051525	1051531	+	3833
14377	chrX	1088334	1088414	+	1364
14378	chrX	1145543	1145651	+	6835
14379	chrX	1171415	1171456	+	7058
14380	chrX	1180130	1180226	+	3064
14381	chrX	1181706	1181710	+	685
14382	chrX	1199525	1199526	+	145
14383	chrX	1287931	1287990	+	743
14384	chrX	1322725	1322775	+	167
14385	chrX	1342084	1342221	+	4204
14386	chrX	1342265	1342383	+	905
14387	chrX	1353998	1354071	+	2825
14388	chrX	1370544	1370637	+	6316
14389	chrX	1375516	1375725	+	2834
14390	chrX	1380913	1380981	+	777
14391	chrX	1381030	1381040	+	168
14392	chrX	1384524	1384525	+	316
14393	chrX	1386725	1386729	+	122
14394	chrX	1388614	1388615	+	288
14395	chrX	1393054	1393166	+	1858
14396	chrX	1466736	1466764	+	964
14397	chrX	1470848	1470931	+	3232
14398	chrX	1477062	1477174	+	1468
14399	chrX	1478551	1478654	+	1954
14400	chrX	1478699	1478700	+	168
14401	chrX	1478788	1478871	+	1164
14402	chrX	1479115	1479205	+	1803
14403	chrX	1480875	1480915	+	2125
14404	chrX	1483429	1483438	+	391
14405	chrX	1513042	1513104	+	2001
14406	chrX	1609017	1609043	+	114
14407	chrX	1622306	1622307	+	222
14408	chrX	1664454	1664519	+	434
14409	chrX	1665045	1665098	+	1053
14410	chrX	1669546	1669710	+	2175
